trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
93,21,93,1,1105,1,1,49,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,herisha,bavolu,rec,herisha_bavolu,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
94,22,94,2,1965,1,1,50,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,pomasi,rec,bavolu_pomasi,pomasi,single,AD_G2_LangB_male,12,41,M,Mismatch,both
95,15,87,2,256,1,1,51,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,herisha,rec,zutami_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
96,24,96,2,422,1,1,52,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,bavolu,xidule,rec,bavolu_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Mismatch,both
97,1,73,2,293,2,0,52,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,nisuda,fanujo,rec,nisuda_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Mismatch,both
98,17,89,2,1055,1,1,53,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,biwetu,rec,zutami_biwetu,biwetu,single,AD_G2_LangB_male,12,41,M,Match,both
99,13,85,2,662,1,1,54,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,zutami,fanujo,rec,zutami_fanujo,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
100,19,91,1,299,1,1,55,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,fanujo,bavolu,rec,fanujo_bavolu,fanujo,single,AD_G2_LangB_male,12,41,M,Match,both
101,30,102,1,707,2,0,55,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,xidule,hoshife,rec,xidule_hoshife,xidule,single,AD_G2_LangB_male,12,41,M,Match,both
102,12,84,2,905,1,1,56,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pejuxo,xidule,rec,pejuxo_xidule,xidule,single,AD_G2_LangB_male,12,41,M,Match,both
103,14,86,1,287,2,0,56,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,vukoza,zutami,rec,vukoza_zutami,vukoza,single,AD_G2_LangB_male,12,41,M,Mismatch,both
104,9,81,1,1358,2,0,56,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,herisha,pejuxo,rec,herisha_pejuxo,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
105,27,99,2,453,1,1,57,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,F,hoshife,herisha,rec,hoshife_herisha,herisha,single,AD_G2_LangB_male,12,41,M,Mismatch,both
106,28,100,1,330,2,0,57,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,pomasi,hoshife,rec,pomasi_hoshife,pomasi,single,AD_G2_LangB_male,12,41,M,Match,both
107,33,105,1,1078,2,0,57,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,herisha,kirewa,rec,herisha_kirewa,herisha,single,AD_G2_LangB_male,12,41,M,Match,both
108,26,98,1,837,2,0,57,04172c67-749f-4922-b6bc-1969ae77fd95,AD_Group2_test,2,M,vukoza,hoshife,rec,vukoza_hoshife,vukoza,single,AD_G2_LangB_male,12,41,M,Match,both
1,26,26,2,966,2,0,0,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,mipeju,hoshife,seg_Unattended,mipeju_hoshife,hoshife,single,AD_G2_LangB_male,12,38,M,Match,both
2,62,62,2,747,1,1,1,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,shavuko,biwetu,seg_Attended,shavuko_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
3,56,56,1,312,2,0,1,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,pomasi,shavuko,seg_Attended,pomasi_shavuko,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
4,19,19,2,478,1,1,2,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,xonisu,bavolu,seg_Unattended,xonisu_bavolu,bavolu,single,AD_G2_LangB_male,12,38,M,Match,both
5,34,34,1,1719,1,1,3,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,voluho,seg_Unattended,kirewa_voluho,kirewa,single,AD_G2_LangB_male,12,38,M,Mismatch,both
6,66,66,2,554,1,1,4,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,dulepo,biwetu,seg_Attended,dulepo_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
7,18,18,2,1299,2,0,4,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,rewani,zutami,seg_Unattended,rewani_zutami,zutami,single,AD_G2_LangB_male,12,38,M,Mismatch,both
8,28,28,2,1943,2,0,4,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,voluho,hoshife,seg_Unattended,voluho_hoshife,hoshife,single,AD_G2_LangB_male,12,38,M,Match,both
9,10,10,1,1549,2,0,4,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pejuxo,voluho,seg_Unattended,pejuxo_voluho,pejuxo,single,AD_G2_LangB_male,12,38,M,Match,both
10,23,23,2,3433,2,0,4,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,shifeni,bavolu,seg_Unattended,shifeni_bavolu,bavolu,single,AD_G2_LangB_male,12,38,M,Match,both
11,67,67,2,1097,1,1,5,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zafanu,xidule,seg_Attended,zafanu_xidule,xidule,single,AD_G2_LangB_male,12,38,M,Match,both
12,3,3,1,1194,1,1,6,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,luzuta,seg_Unattended,nisuda_luzuta,nisuda,single,AD_G2_LangB_male,12,38,M,Mismatch,both
13,69,69,2,24,1,1,7,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,tuheri,xidule,seg_Attended,tuheri_xidule,xidule,single,AD_G2_LangB_male,12,38,M,Match,both
14,30,30,2,398,2,0,7,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,rewani,hoshife,seg_Unattended,rewani_hoshife,hoshife,single,AD_G2_LangB_male,12,38,M,Match,both
15,60,60,1,1132,1,1,8,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,pomasi,dulepo,seg_Attended,pomasi_dulepo,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
16,36,36,1,374,2,0,8,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,rewani,seg_Unattended,kirewa_rewani,kirewa,single,AD_G2_LangB_male,12,38,M,Mismatch,both
17,31,31,2,2082,1,1,9,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,xonisu,kirewa,seg_Unattended,xonisu_kirewa,kirewa,single,AD_G2_LangB_male,12,38,M,Match,both
18,45,45,2,4578,2,0,9,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,tuheri,vukoza,seg_Attended,tuheri_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
20,40,40,2,1608,2,0,9,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,masihe,fanujo,seg_Attended,masihe_fanujo,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
21,65,65,1,2073,2,0,9,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,biwetu,wetuxi,seg_Attended,biwetu_wetuxi,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
22,33,33,2,47,1,1,10,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,luzuta,kirewa,seg_Unattended,luzuta_kirewa,kirewa,single,AD_G2_LangB_male,12,38,M,Match,both
23,5,5,1,390,2,0,10,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,shifeni,seg_Unattended,nisuda_shifeni,nisuda,single,AD_G2_LangB_male,12,38,M,Mismatch,both
24,29,29,1,14,1,1,11,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,hoshife,shifeni,seg_Unattended,hoshife_shifeni,hoshife,single,AD_G2_LangB_male,12,38,M,Mismatch,both
25,7,7,2,1048,2,0,11,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,xonisu,pejuxo,seg_Unattended,xonisu_pejuxo,pejuxo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
26,59,59,2,762,1,1,12,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,wetuxi,pomasi,seg_Attended,wetuxi_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
27,39,39,1,3245,1,1,13,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,fanujo,tuheri,seg_Attended,fanujo_tuheri,fanujo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
28,70,70,1,3313,1,1,14,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,xidule,masihe,seg_Attended,xidule_masihe,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
29,20,20,1,1945,2,0,14,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,mipeju,seg_Unattended,bavolu_mipeju,bavolu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
30,54,54,2,2124,2,0,14,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,dulepo,herisha,seg_Attended,dulepo_herisha,herisha,single,AD_G2_LangB_male,12,38,M,Mismatch,both
31,43,43,2,4290,2,0,14,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,zafanu,vukoza,seg_Attended,zafanu_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
32,11,11,2,1078,1,1,15,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,shifeni,pejuxo,seg_Unattended,shifeni_pejuxo,pejuxo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
33,2,2,2,581,1,1,16,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,mipeju,nisuda,seg_Unattended,mipeju_nisuda,nisuda,single,AD_G2_LangB_male,12,38,M,Match,both
34,61,61,1,3730,1,1,17,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,biwetu,zafanu,seg_Attended,biwetu_zafanu,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
35,44,44,1,1255,2,0,17,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,vukoza,shavuko,seg_Attended,vukoza_shavuko,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
36,32,32,1,887,2,0,17,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,mipeju,seg_Unattended,kirewa_mipeju,kirewa,single,AD_G2_LangB_male,12,38,M,Mismatch,both
37,68,68,1,826,1,1,18,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,xidule,shavuko,seg_Attended,xidule_shavuko,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
38,35,35,2,683,1,1,19,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,shifeni,kirewa,seg_Unattended,shifeni_kirewa,kirewa,single,AD_G2_LangB_male,12,38,M,Match,both
39,13,13,1,66,1,1,20,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,xonisu,seg_Unattended,zutami_xonisu,zutami,single,AD_G2_LangB_male,12,38,M,Match,both
40,25,25,1,204,1,1,21,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,hoshife,xonisu,seg_Unattended,hoshife_xonisu,hoshife,single,AD_G2_LangB_male,12,38,M,Mismatch,both
41,16,16,2,62,1,1,22,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,voluho,zutami,seg_Unattended,voluho_zutami,zutami,single,AD_G2_LangB_male,12,38,M,Mismatch,both
42,55,55,2,334,1,1,23,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zafanu,pomasi,seg_Attended,zafanu_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
43,21,21,2,325,2,0,23,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,luzuta,bavolu,seg_Unattended,luzuta_bavolu,bavolu,single,AD_G2_LangB_male,12,38,M,Match,both
44,8,8,1,811,2,0,23,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pejuxo,mipeju,seg_Unattended,pejuxo_mipeju,pejuxo,single,AD_G2_LangB_male,12,38,M,Match,both
45,38,38,2,963,2,0,23,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,shavuko,fanujo,seg_Attended,shavuko_fanujo,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
46,37,37,1,206,1,1,24,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,fanujo,zafanu,seg_Attended,fanujo_zafanu,fanujo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
47,48,48,1,249,2,0,24,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,vukoza,dulepo,seg_Attended,vukoza_dulepo,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
48,42,42,2,182,1,1,25,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,dulepo,fanujo,seg_Attended,dulepo_fanujo,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
49,12,12,1,596,2,0,25,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pejuxo,rewani,seg_Unattended,pejuxo_rewani,pejuxo,single,AD_G2_LangB_male,12,38,M,Match,both
50,24,24,1,111,2,0,25,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,rewani,seg_Unattended,bavolu_rewani,bavolu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
51,46,46,1,101,1,1,26,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,vukoza,masihe,seg_Attended,vukoza_masihe,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
52,15,15,1,802,2,0,26,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,luzuta,seg_Unattended,zutami_luzuta,zutami,single,AD_G2_LangB_male,12,38,M,Match,both
53,6,6,2,73,2,0,26,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,rewani,nisuda,seg_Unattended,rewani_nisuda,nisuda,single,AD_G2_LangB_male,12,38,M,Match,both
54,41,41,1,210,2,0,26,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,fanujo,wetuxi,seg_Attended,fanujo_wetuxi,fanujo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
55,50,50,2,4093,2,0,26,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,shavuko,herisha,seg_Attended,shavuko_herisha,herisha,single,AD_G2_LangB_male,12,38,M,Mismatch,both
56,49,49,1,121,1,1,27,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,herisha,zafanu,seg_Attended,herisha_zafanu,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
57,63,63,2,369,1,1,28,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,biwetu,tuheri,seg_Attended,biwetu_tuheri,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
58,27,27,1,360,1,1,29,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,hoshife,luzuta,seg_Unattended,hoshife_luzuta,hoshife,single,AD_G2_LangB_male,12,38,M,Mismatch,both
59,22,22,1,984,1,1,30,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,voluho,seg_Unattended,bavolu_voluho,bavolu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
60,58,58,1,37,1,1,31,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
61,53,53,1,196,1,1,32,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,herisha,wetuxi,seg_Attended,herisha_wetuxi,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
62,51,51,1,37,1,1,33,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,herisha,tuheri,seg_Attended,herisha_tuheri,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
63,71,71,2,1259,1,1,34,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,wetuxi,xidule,seg_Attended,wetuxi_xidule,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
64,47,47,2,1316,2,0,34,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,wetuxi,vukoza,seg_Attended,wetuxi_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
65,1,1,1,303,2,0,34,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,xonisu,seg_Unattended,nisuda_xonisu,nisuda,single,AD_G2_LangB_male,12,38,M,Mismatch,both
66,14,14,2,6,2,0,34,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,mipeju,zutami,seg_Unattended,mipeju_zutami,zutami,single,AD_G2_LangB_male,12,38,M,Mismatch,both
67,9,9,2,627,2,0,34,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,luzuta,pejuxo,seg_Unattended,luzuta_pejuxo,pejuxo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
68,57,57,2,565,1,1,35,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,tuheri,pomasi,seg_Attended,tuheri_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
69,17,17,1,2837,1,1,36,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,shifeni,seg_Unattended,zutami_shifeni,zutami,single,AD_G2_LangB_male,12,38,M,Match,both
70,4,4,2,508,2,0,36,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,voluho,nisuda,seg_Unattended,voluho_nisuda,nisuda,single,AD_G2_LangB_male,12,38,M,Match,both
71,72,72,1,951,2,0,36,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,xidule,dulepo,seg_Attended,xidule_dulepo,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
72,64,64,2,181,2,0,36,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,masihe,biwetu,seg_Attended,masihe_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
73,31,103,1,68,1,1,37,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,fanujo,kirewa,rec,fanujo_kirewa,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
74,8,80,2,452,2,0,37,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pejuxo,vukoza,rec,pejuxo_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
75,17,89,2,634,2,0,37,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,biwetu,rec,zutami_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
76,27,99,2,3961,2,0,37,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,hoshife,herisha,rec,hoshife_herisha,herisha,single,AD_G2_LangB_male,12,38,M,Mismatch,both
77,4,76,1,410,2,0,37,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pomasi,nisuda,rec,pomasi_nisuda,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
78,34,106,2,169,1,1,38,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,pomasi,rec,kirewa_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
79,2,74,1,798,1,1,39,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,vukoza,nisuda,rec,vukoza_nisuda,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
80,28,100,1,109,2,0,39,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pomasi,hoshife,rec,pomasi_hoshife,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
81,23,95,1,2363,1,1,40,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,biwetu,bavolu,rec,biwetu_bavolu,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
82,33,105,1,2252,1,1,41,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,herisha,kirewa,rec,herisha_kirewa,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
83,30,102,1,2313,2,0,41,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,xidule,hoshife,rec,xidule_hoshife,xidule,single,AD_G2_LangB_male,12,38,M,Match,both
84,32,104,2,3289,2,0,41,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,vukoza,rec,kirewa_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
85,9,81,1,998,1,1,42,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,herisha,pejuxo,rec,herisha_pejuxo,herisha,single,AD_G2_LangB_male,12,38,M,Mismatch,both
86,24,96,2,79,1,1,43,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,xidule,rec,bavolu_xidule,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
87,29,101,2,48,2,0,43,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,hoshife,biwetu,rec,hoshife_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
88,22,94,2,2084,2,0,43,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,pomasi,rec,bavolu_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
89,10,82,2,556,1,1,44,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,pejuxo,pomasi,rec,pejuxo_pomasi,pomasi,single,AD_G2_LangB_male,12,38,M,Match,both
90,26,98,1,673,1,1,45,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,vukoza,hoshife,rec,vukoza_hoshife,vukoza,single,AD_G2_LangB_male,12,38,M,Match,both
91,5,77,2,209,1,1,46,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,biwetu,rec,nisuda_biwetu,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
92,15,87,2,2003,2,0,46,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,herisha,rec,zutami_herisha,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
93,14,86,1,2279,1,1,47,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,vukoza,zutami,rec,vukoza_zutami,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
94,16,88,1,1238,2,0,47,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,pomasi,zutami,rec,pomasi_zutami,pomasi,single,AD_G2_LangB_male,12,38,M,Mismatch,both
95,21,93,1,2105,1,1,48,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,herisha,bavolu,rec,herisha_bavolu,herisha,single,AD_G2_LangB_male,12,38,M,Match,both
98,13,85,2,3970,2,0,48,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,zutami,fanujo,rec,zutami_fanujo,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
99,18,90,1,2083,1,1,49,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,xidule,zutami,rec,xidule_zutami,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
100,35,107,1,1124,2,0,49,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,biwetu,kirewa,rec,biwetu_kirewa,biwetu,single,AD_G2_LangB_male,12,38,M,Match,both
101,3,75,2,3124,1,1,50,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,herisha,rec,nisuda_herisha,herisha,single,AD_G2_LangB_male,12,38,M,Mismatch,both
102,36,108,2,2169,2,0,50,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,kirewa,xidule,rec,kirewa_xidule,xidule,single,AD_G2_LangB_male,12,38,M,Mismatch,both
103,7,79,1,205,2,0,50,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,fanujo,pejuxo,rec,fanujo_pejuxo,fanujo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
104,1,73,2,659,1,1,51,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,nisuda,fanujo,rec,nisuda_fanujo,fanujo,single,AD_G2_LangB_male,12,38,M,Mismatch,both
105,11,83,1,160,1,1,52,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,biwetu,pejuxo,rec,biwetu_pejuxo,biwetu,single,AD_G2_LangB_male,12,38,M,Mismatch,both
106,6,78,2,2498,1,1,53,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,xidule,nisuda,rec,xidule_nisuda,xidule,single,AD_G2_LangB_male,12,38,M,Match,both
107,20,92,2,770,2,0,53,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,F,bavolu,vukoza,rec,bavolu_vukoza,vukoza,single,AD_G2_LangB_male,12,38,M,Mismatch,both
108,19,91,1,2796,1,1,54,e6caf397-eb4a-4cac-ba32-d1414f665293,AD_Group2_test,2,M,fanujo,bavolu,rec,fanujo_bavolu,fanujo,single,AD_G2_LangB_male,12,38,M,Match,both
1,58,58,1,2441,2,0,0,b6a73b2f-9fe9-493b-bb50-762876e061e1,AD_Group2_test,2,F,pomasi,masihe,seg_Attended,pomasi_masihe,pomasi,single,AD_G2_LangB_male,12,44,M,Mismatch,both
2,25,25,1,1116,2,0,0,b6a73b2f-9fe9-493b-bb50-762876e061e1,AD_Group2_test,2,F,hoshife,xonisu,seg_Unattended,hoshife_xonisu,hoshife,single,AD_G2_LangB_male,12,44,M,Mismatch,both
3,19,19,2,1011,1,1,1,b6a73b2f-9fe9-493b-bb50-762876e061e1,AD_Group2_test,2,M,xonisu,bavolu,seg_Unattended,xonisu_bavolu,bavolu,single,AD_G2_LangB_male,12,44,M,Match,both
